scene_id,camera_id,frame_file,source_frame_idx,timestamp_sec,roi_applied
S02,c006,frame_000000.jpg,0,0.0,True
S02,c006,frame_000001.jpg,10,1.0,True
S02,c006,frame_000002.jpg,20,2.0,True
S02,c006,frame_000003.jpg,30,3.0,True
S02,c006,frame_000004.jpg,40,4.0,True
S02,c006,frame_000005.jpg,50,5.0,True
S02,c006,frame_000006.jpg,60,6.0,True
S02,c006,frame_000007.jpg,70,7.0,True
S02,c006,frame_000008.jpg,80,8.0,True
S02,c006,frame_000009.jpg,90,9.0,True
S02,c006,frame_000010.jpg,100,10.0,True
S02,c006,frame_000011.jpg,110,11.0,True
S02,c006,frame_000012.jpg,120,12.0,True
S02,c006,frame_000013.jpg,130,13.0,True
S02,c006,frame_000014.jpg,140,14.0,True
S02,c006,frame_000015.jpg,150,15.0,True
S02,c006,frame_000016.jpg,160,16.0,True
S02,c006,frame_000017.jpg,170,17.0,True
S02,c006,frame_000018.jpg,180,18.0,True
S02,c006,frame_000019.jpg,190,19.0,True
S02,c006,frame_000020.jpg,200,20.0,True
S02,c006,frame_000021.jpg,210,21.0,True
S02,c006,frame_000022.jpg,220,22.0,True
S02,c006,frame_000023.jpg,230,23.0,True
S02,c006,frame_000024.jpg,240,24.0,True
S02,c006,frame_000025.jpg,250,25.0,True
S02,c006,frame_000026.jpg,260,26.0,True
S02,c006,frame_000027.jpg,270,27.0,True
S02,c006,frame_000028.jpg,280,28.0,True
S02,c006,frame_000029.jpg,290,29.0,True
S02,c006,frame_000030.jpg,300,30.0,True
S02,c006,frame_000031.jpg,310,31.0,True
S02,c006,frame_000032.jpg,320,32.0,True
S02,c006,frame_000033.jpg,330,33.0,True
S02,c006,frame_000034.jpg,340,34.0,True
S02,c006,frame_000035.jpg,350,35.0,True
S02,c006,frame_000036.jpg,360,36.0,True
S02,c006,frame_000037.jpg,370,37.0,True
S02,c006,frame_000038.jpg,380,38.0,True
S02,c006,frame_000039.jpg,390,39.0,True
S02,c006,frame_000040.jpg,400,40.0,True
S02,c006,frame_000041.jpg,410,41.0,True
S02,c006,frame_000042.jpg,420,42.0,True
S02,c006,frame_000043.jpg,430,43.0,True
S02,c006,frame_000044.jpg,440,44.0,True
S02,c006,frame_000045.jpg,450,45.0,True
S02,c006,frame_000046.jpg,460,46.0,True
S02,c006,frame_000047.jpg,470,47.0,True
S02,c006,frame_000048.jpg,480,48.0,True
S02,c006,frame_000049.jpg,490,49.0,True
S02,c006,frame_000050.jpg,500,50.0,True
S02,c006,frame_000051.jpg,510,51.0,True
S02,c006,frame_000052.jpg,520,52.0,True
S02,c006,frame_000053.jpg,530,53.0,True
S02,c006,frame_000054.jpg,540,54.0,True
S02,c006,frame_000055.jpg,550,55.0,True
S02,c006,frame_000056.jpg,560,56.0,True
S02,c006,frame_000057.jpg,570,57.0,True
S02,c006,frame_000058.jpg,580,58.0,True
S02,c006,frame_000059.jpg,590,59.0,True
S02,c006,frame_000060.jpg,600,60.0,True
S02,c006,frame_000061.jpg,610,61.0,True
S02,c006,frame_000062.jpg,620,62.0,True
S02,c006,frame_000063.jpg,630,63.0,True
S02,c006,frame_000064.jpg,640,64.0,True
S02,c006,frame_000065.jpg,650,65.0,True
S02,c006,frame_000066.jpg,660,66.0,True
S02,c006,frame_000067.jpg,670,67.0,True
S02,c006,frame_000068.jpg,680,68.0,True
S02,c006,frame_000069.jpg,690,69.0,True
S02,c006,frame_000070.jpg,700,70.0,True
S02,c006,frame_000071.jpg,710,71.0,True
S02,c006,frame_000072.jpg,720,72.0,True
S02,c006,frame_000073.jpg,730,73.0,True
S02,c006,frame_000074.jpg,740,74.0,True
S02,c006,frame_000075.jpg,750,75.0,True
S02,c006,frame_000076.jpg,760,76.0,True
S02,c006,frame_000077.jpg,770,77.0,True
S02,c006,frame_000078.jpg,780,78.0,True
S02,c006,frame_000079.jpg,790,79.0,True
S02,c006,frame_000080.jpg,800,80.0,True
S02,c006,frame_000081.jpg,810,81.0,True
S02,c006,frame_000082.jpg,820,82.0,True
S02,c006,frame_000083.jpg,830,83.0,True
S02,c006,frame_000084.jpg,840,84.0,True
S02,c006,frame_000085.jpg,850,85.0,True
S02,c006,frame_000086.jpg,860,86.0,True
S02,c006,frame_000087.jpg,870,87.0,True
S02,c006,frame_000088.jpg,880,88.0,True
S02,c006,frame_000089.jpg,890,89.0,True
S02,c006,frame_000090.jpg,900,90.0,True
S02,c006,frame_000091.jpg,910,91.0,True
S02,c006,frame_000092.jpg,920,92.0,True
S02,c006,frame_000093.jpg,930,93.0,True
S02,c006,frame_000094.jpg,940,94.0,True
S02,c006,frame_000095.jpg,950,95.0,True
S02,c006,frame_000096.jpg,960,96.0,True
S02,c006,frame_000097.jpg,970,97.0,True
S02,c006,frame_000098.jpg,980,98.0,True
S02,c006,frame_000099.jpg,990,99.0,True
S02,c006,frame_000100.jpg,1000,100.0,True
S02,c006,frame_000101.jpg,1010,101.0,True
S02,c006,frame_000102.jpg,1020,102.0,True
S02,c006,frame_000103.jpg,1030,103.0,True
S02,c006,frame_000104.jpg,1040,104.0,True
S02,c006,frame_000105.jpg,1050,105.0,True
S02,c006,frame_000106.jpg,1060,106.0,True
S02,c006,frame_000107.jpg,1070,107.0,True
S02,c006,frame_000108.jpg,1080,108.0,True
S02,c006,frame_000109.jpg,1090,109.0,True
S02,c006,frame_000110.jpg,1100,110.0,True
S02,c006,frame_000111.jpg,1110,111.0,True
S02,c006,frame_000112.jpg,1120,112.0,True
S02,c006,frame_000113.jpg,1130,113.0,True
S02,c006,frame_000114.jpg,1140,114.0,True
S02,c006,frame_000115.jpg,1150,115.0,True
S02,c006,frame_000116.jpg,1160,116.0,True
S02,c006,frame_000117.jpg,1170,117.0,True
S02,c006,frame_000118.jpg,1180,118.0,True
S02,c006,frame_000119.jpg,1190,119.0,True
S02,c006,frame_000120.jpg,1200,120.0,True
S02,c006,frame_000121.jpg,1210,121.0,True
S02,c006,frame_000122.jpg,1220,122.0,True
S02,c006,frame_000123.jpg,1230,123.0,True
S02,c006,frame_000124.jpg,1240,124.0,True
S02,c006,frame_000125.jpg,1250,125.0,True
S02,c006,frame_000126.jpg,1260,126.0,True
S02,c006,frame_000127.jpg,1270,127.0,True
S02,c006,frame_000128.jpg,1280,128.0,True
S02,c006,frame_000129.jpg,1290,129.0,True
S02,c006,frame_000130.jpg,1300,130.0,True
S02,c006,frame_000131.jpg,1310,131.0,True
S02,c006,frame_000132.jpg,1320,132.0,True
S02,c006,frame_000133.jpg,1330,133.0,True
S02,c006,frame_000134.jpg,1340,134.0,True
S02,c006,frame_000135.jpg,1350,135.0,True
S02,c006,frame_000136.jpg,1360,136.0,True
S02,c006,frame_000137.jpg,1370,137.0,True
S02,c006,frame_000138.jpg,1380,138.0,True
S02,c006,frame_000139.jpg,1390,139.0,True
S02,c006,frame_000140.jpg,1400,140.0,True
S02,c006,frame_000141.jpg,1410,141.0,True
S02,c006,frame_000142.jpg,1420,142.0,True
S02,c006,frame_000143.jpg,1430,143.0,True
S02,c006,frame_000144.jpg,1440,144.0,True
S02,c006,frame_000145.jpg,1450,145.0,True
S02,c006,frame_000146.jpg,1460,146.0,True
S02,c006,frame_000147.jpg,1470,147.0,True
S02,c006,frame_000148.jpg,1480,148.0,True
S02,c006,frame_000149.jpg,1490,149.0,True
S02,c006,frame_000150.jpg,1500,150.0,True
S02,c006,frame_000151.jpg,1510,151.0,True
S02,c006,frame_000152.jpg,1520,152.0,True
S02,c006,frame_000153.jpg,1530,153.0,True
S02,c006,frame_000154.jpg,1540,154.0,True
S02,c006,frame_000155.jpg,1550,155.0,True
S02,c006,frame_000156.jpg,1560,156.0,True
S02,c006,frame_000157.jpg,1570,157.0,True
S02,c006,frame_000158.jpg,1580,158.0,True
S02,c006,frame_000159.jpg,1590,159.0,True
S02,c006,frame_000160.jpg,1600,160.0,True
S02,c006,frame_000161.jpg,1610,161.0,True
S02,c006,frame_000162.jpg,1620,162.0,True
S02,c006,frame_000163.jpg,1630,163.0,True
S02,c006,frame_000164.jpg,1640,164.0,True
S02,c006,frame_000165.jpg,1650,165.0,True
S02,c006,frame_000166.jpg,1660,166.0,True
S02,c006,frame_000167.jpg,1670,167.0,True
S02,c006,frame_000168.jpg,1680,168.0,True
S02,c006,frame_000169.jpg,1690,169.0,True
S02,c006,frame_000170.jpg,1700,170.0,True
S02,c006,frame_000171.jpg,1710,171.0,True
S02,c006,frame_000172.jpg,1720,172.0,True
S02,c006,frame_000173.jpg,1730,173.0,True
S02,c006,frame_000174.jpg,1740,174.0,True
S02,c006,frame_000175.jpg,1750,175.0,True
S02,c006,frame_000176.jpg,1760,176.0,True
S02,c006,frame_000177.jpg,1770,177.0,True
S02,c006,frame_000178.jpg,1780,178.0,True
S02,c006,frame_000179.jpg,1790,179.0,True
S02,c006,frame_000180.jpg,1800,180.0,True
